GEOID20,POP20
500059579003026,0
500059579003028,41
500059579003029,6
500059579003031,0
500059579003032,1
500059579003034,8
500059579003035,9
500059579003036,11
500059579003038,3
500059579003039,3
500059579003041,18
500059579003042,9
500059579003043,6
500059579003044,0
500059579003045,0
500059579003046,0
500059579003047,12
500059579001000,33
500059579001001,25
500059579001003,0
500059579001004,0
500059579001005,6
500059579001007,12
500059579001008,0
500059579001010,15
500059579001011,8
500059579001013,0
500059579001014,0
500059579001016,5
500059579001017,9
500059579001018,12
500059579001020,17
500059579001021,76
500059579001023,18
500059579001024,0
500059579001026,30
500059579001027,65
500059579001028,0
500059579001030,0
500059579001031,0
500059579001033,21
500059579001034,49
500059579001035,71
500059579003048,0
500059579003049,2
500059579003050,0
500059579003051,0
500059579003052,18
500059579003053,8
500059579003054,25
500059579003055,3
500059579003056,1
500059579003057,11
500059579003060,6
500059579003061,11
500059579003063,0
500059579003064,25
500059579003066,0
500059579003067,0
500059579003069,2
500059579003070,10
500059579003072,23
500059579003073,0
500059579003074,10
500059579003076,2
500059579003077,4
500059579003079,17
500059579003080,21
500059579003082,8
500059579003083,5
500059579003084,0
500059579003086,0
500059579002117,0
500059579002121,0
500059579002124,0
500059579002127,0
500059579002130,14
500059579003007,1
500059579003010,17
500059579003014,1
500059579003017,2
500059579003020,31
500059579003023,0
500059579003027,9
500059579003030,59
500059579003033,29
500059579003037,0
500059579003040,4
500059579003058,3
500059579003062,1
500059579001080,6
500059579001083,0
500059579001086,6
500059579001089,0
500059579001093,0
500059579001096,15
500059579001099,5
500059579001103,0
500059579002005,6
500059579002008,5
500059579002012,22
500059579002015,11
500059579002018,0
500059579003065,4
500059579003068,0
500059579003071,20
500059579003075,0
500059579003078,24
500059579003081,0
500059579003085,0
500059579002021,0
500059579002025,5
500059579002028,4
500059579002031,0
500059579002035,0
500059579002038,0
500059579002057,0
500059579002060,0
500059579002063,4
500059579002066,2
500059579002070,10
500059579002073,0
500059579002076,0
500059579001002,0
500059579001006,0
500059579001009,0
500059579001012,0
500059579001015,7
500059579001019,0
500059579001022,0
500059579001025,0
500059579001029,0
500059579001032,45
500059579002088,19
500059579002091,17
500059579002094,9
500059579002098,5
500059579002101,8
500059579002104,21
500059579002108,11
500059579002111,13
500059579002114,23
500059579001042,19
500059579001045,55
500059579001062,15
500059579001066,0
500059579001069,0
500059579001072,7
500059579001075,0
500099501001227,0
500099501001154,0
500099501001156,0
500099501001157,0
500099501001158,0
500099501001160,0
500099501001161,0
500099501001163,0
500099501001164,0
500099501001166,5
500099501001167,0
500099501001169,0
500099501001170,0
500099501001172,0
500099501001173,0
500099501001174,0
500099501001175,0
500099501001176,0
500099501001177,11
500099501001178,1
500099501001179,0
500099501001180,0
500099501001181,0
500099501001182,0
500099501001183,0
500099501001184,0
500099501001185,0
500099501001187,0
500099501001188,0
500099501001190,0
500099501001191,0
500099501001193,0
500099501001194,0
500099501001196,0
500099501001197,3
500099501001198,0
500099501001200,1
500099501001201,0
500099501001203,1
500099501001239,5
500099501001240,0
500099501001242,0
500099501001243,0
500099501001245,8
500099501001246,0
500099501001247,3
500099501001249,0
500099501001250,0
500099501001251,38
500099501001252,0
500099501001253,19
500099501001254,0
500099501001255,11
500099501001256,0
500099501001257,12
500099501001258,22
500099501001259,17
500099501001260,1
500099501001261,0
500099501001262,0
500099501001263,5
500099501001265,0
500099501001266,0
500099501001268,61
500099501001269,0
500099501001271,6
500099501001272,0
500099501001274,0
500099501001275,0
500099501001276,0
500099501001278,0
500099501001279,0
500099501001281,0
500099501001282,6
500099501001284,0
500099501001285,7
500099501001287,0
500099501002068,4
500099501002070,3
500099501002071,8
500099501002073,8
500099501002074,4
500099501002076,7
500099501001204,4
500099501001206,18
500099501001207,0
500099501001209,0
500099501001210,8
500099501001211,4
500099501001213,7
500099501001214,5
500099501001216,0
500099501001217,0
500099501001288,2
500099501001289,0
500099501001291,0
500099501001292,0
500099501001294,0
500099501001295,0
500099501001297,0
500099501001298,0
500099501001300,1
500099501001301,1
500099501001303,0
500099501001304,0
500099501002000,0
500099501002001,6
500099501002002,0
500099501002003,16
500099501002004,27
500099501002005,33
500099501002006,0
500099501002007,0
500099501002008,13
500099501002009,21
500099501002010,10
500099501002011,13
500099501002013,0
500099501002014,8
500099501002016,0
500099501002017,12
500099501002019,7
500099501002020,1
500099501002022,3
500099501002023,2
500099501002024,0
500099501002026,4
500099501002027,3
500099501002029,0
500099501002030,3
500099501002032,2
500099501002077,5
500099501002078,2
500099501002080,6
500099501002081,0
500099501002082,17
500099501002083,98
500099501002033,2
500099501002035,12
500099501002036,39
500099501002037,2
500099501002039,3
500099501002040,0
500099501002042,9
500099501002043,5
500099501002045,0
500099501002046,0
500099501002048,0
500099501002049,41
500099501002051,0
500099501002052,0
500099501002053,0
500099501002054,1
500099501002055,0
500099501002056,0
500099501002057,0
500099501002058,11
500099501002059,2
500099501002060,9
500099501002061,36
500099501002062,5
500099501002063,3
500099501002064,0
500099501002065,0
500099501002067,13
500099501001066,2
500099501001067,1
500099501001068,1
500099501001069,0
500099501001070,5
500099501001071,7
500099501001072,1
500099501001073,0
500099501001074,0
500099501001075,0
500099501001076,0
500099501001077,0
500099501001078,0
500099501001079,2
500099501001081,0
500099501001082,0
500099501001084,0
500099501001085,0
500099501001087,0
500099501001088,0
500099501001090,3
500099501001091,8
500099501001092,0
500099501001094,0
500099501001095,0
500099501001097,86
500099501001098,0
500099501001100,6
500099501001101,4
500099501001103,0
500099501001000,4
500099501001001,9
500099501001002,0
500099501001003,0
500099501001004,18
500099501001005,0
500099501001006,0
500099501001007,1
500099501001009,8
500099501001010,0
500099501001012,0
500099501001013,0
500099501001015,2
500099501001016,0
500099501001018,0
500099501001019,0
500099501001021,17
500099501001022,1
500099501001023,0
500099501001025,0
500099501001026,1
500099501001028,17
500099501001104,3
500099501001105,0
500099501001107,0
500099501001108,2
500099501001110,0
500099501001111,0
500099501001113,0
500099501001114,0
500099501001116,0
500099501001117,0
500099501001119,0
500099501001120,0
500099501001121,0
500099501001122,0
500099501001123,0
500099501001124,4
500099501001125,9
500099501001126,45
500099501001127,0
500099501001128,0
500099501001129,0
500099501001130,0
500099501001131,8
500099501001132,0
500099501001134,3
500099501001135,2
500099501001137,0
500099501001138,0
500099501001140,0
500099501001141,1
500099501001143,7
500099501001144,0
500099501001145,0
500099501001147,0
500099501001148,0
500099501001150,2
500099501001151,0
500099501001153,0
500099501001220,0
500099501001221,0
500099501001223,2
500099501001224,42
500099501001226,0
500099501001229,0
500099501001230,0
500099501001231,0
500099501001233,0
500099501001234,0
500099501001236,0
500099501001237,0
500099501001029,5
500099501001031,0
500099501001032,3
500099501001034,0
500099501001035,0
500099501001037,2
500099501001038,0
500099501001039,3
500099501001041,0
500099501001042,0
500099501001044,0
500099501001045,0
500099501001046,0
500099501001047,0
500099501001048,0
500099501001049,0
500099501001050,0
500099501001051,0
500099501001052,0
500099501001053,2
500099501001054,1
500099501001055,1
500099501001056,0
500099501001057,0
500099501001058,0
500099501001060,0
500099501001061,0
500099501001063,0
500099501001064,0
500099501001112,0
500099501001115,0
500099501001118,6
500099501001133,0
500099501001136,4
500099501001139,0
500099501001142,0
500099501001146,0
500099501001149,0
500099501001152,0
500099501001155,0
500099501001159,0
500099501001162,0
500099501001165,1
500099501001168,0
500099501001171,0
500099501001186,0
500099501001189,0
500099501001192,0
500099501001195,2
500099501001199,6
500099501001202,0
500099501001205,0
500099501001208,0
500099501001212,0
500099501001215,0
500099501001218,0
500099501001008,5
500099501001011,2
500099501001014,0
500099501001017,0
500099501001020,37
500099501001024,0
500099501001027,0
500099501001030,0
500099501001033,4
500099501001036,7
500099501001040,0
500099501001043,0
500099501001059,1
500099501001062,4
500099501001065,0
500099501001080,0
500099501001083,0
500099501001086,0
500099501001089,0
500099501001093,6
500099501001096,6
500099501001099,0
500099501001102,7
500099501001106,17
500099501001109,1
500099501002069,2
500099501002072,4
500099501002075,0
500099501002079,17
500099501001219,0
500099501001222,0
500099501001225,15
500099501001228,0
500099501001232,0
500099501001235,0
500099501001238,5
500099501001241,0
500099501001244,0
500099501001248,0
500099501001264,0
500099501001267,0
500099501001270,2
500099501001273,0
500099501001277,0
500099501001280,0
500099501001283,15
500099501001286,0
500099501001290,0
500099501001293,0
500099501001296,0
500099501001299,0
500099501001302,0
500099501002012,0
500099501002015,159
500099501002018,9
500099501002021,0
500099501002025,6
500099501002028,11
500099501002031,0
500099501002034,15
500099501002038,5
500099501002041,3
500099501002044,38
500099501002047,1
500099501002050,87
500099501002066,0
500099502001000,3
500099502001001,0
500099502001002,0
500099502001003,0
500099502001004,0
500099502001005,0
500099502001006,0
500099502001007,17
500099502001008,0
500099502001009,5
500099502001010,9
500099502001011,0
500099502001013,6
500099502001014,52
500099502001016,3
500099502001017,10
500099502001019,5
500099502001020,7
500099502001022,0
500099502001023,28
500099502001024,0
500099502001026,8
500099502001027,57
500099502001029,0
500099502001030,0
500099502001032,20
500099502001033,16
500099502001035,30
500099502001036,11
500099502001037,0
500099502001039,5
500099502001040,27
500099502001043,23
500099502001045,7
500099502001046,32
500099502001048,23
500099502001049,0
500099502001051,90
500099502001052,3
500099502001053,2
500099502001054,60
500099502001055,54
500099502001056,15
500099502001057,0
500099502001058,4
500099502001059,11
500099502001060,2
500099502001061,13
500099502001062,3
500099502001063,22
500099502001064,66
500099502001066,29
500099502001067,12
500099502001069,8
500099502001070,2
500099502001072,0
500099502001073,2
500099502001075,1
500099502001076,10
500099502001077,5
500099502001079,6
500099502001080,7
500099502001082,14
500099502001083,6
500099502001085,23
500099502001086,2
500099502001088,4
500099502001089,0
500099502001042,1
500099502001090,0
500099502001092,6
500099502001093,3
500099502001095,7
500099502001096,0
500099502001098,5
500099502001099,1
500099502001101,0
500099502001102,3
500099502001104,3
500099502001105,0
500099502001012,0
500099502001015,10
500099502001018,15
500099502001021,0
500099502001025,4
500099502001028,28
500099502001031,0
500099502001034,38
500099502001038,64
500099502001041,4
500099502001044,3
500099502001047,0
500099502001050,0
500099502001065,15
500099502001068,0
500099502001071,38
500099502001074,1
500099502001078,5
500099502001081,0
500099502001084,0
500099502001087,5
500099502001091,2
500099502001094,7
500099502001097,9
500099502001100,0
500099502001103,0
500099505002041,0
500099505001032,0
500099505001033,0
500099505001034,0
500099505001035,4
500099505001036,0
500099505001037,0
500099505001038,0
500099505001039,0
500099505001040,2
500099505001041,0
500099505001042,1
500099505001043,0
500099505001045,0
500099505001046,0
500099505001048,4
500099505001049,12
500099505001051,3
500099505001052,9
500099505001054,4
500099505001055,5
500099505001056,1
500099505001058,5
500099505001059,1
500099505001061,0
500099505001062,5
500099505001064,0
500099505001065,0
500099505001067,0
500099505001068,0
500099505001069,6
500099505001071,0
500099505001072,3
500099505001074,3
500099505001075,9
500099505001077,6
500099505001078,4
500099505001080,21
500099505001000,9
500099505001001,0
500099505001002,0
500099505001003,0
500099505001004,15
500099505001005,8
500099505001006,27
500099505001007,2
500099505001008,0
500099505001009,0
500099505001010,3
500099505001011,0
500099505001012,5
500099505001013,10
500099505001015,24
500099505001016,5
500099505001018,5
500099505001019,0
500099505001021,18
500099505001022,28
500099505001024,21
500099505001025,10
500099505001027,0
500099505001028,0
500099505001029,0
500099505001031,1
500099505001081,41
500099505001082,8
500099505001083,12
500099505001084,3
500099505001085,5
500099505001086,0
500099505001087,38
500099505001088,37
500099505001089,26
500099505001090,4
500099505001091,0
500099505001092,30
500099505001093,51
500099505001095,0
500099505001096,0
500099505001098,12
500099505001099,0
500099505001101,6
500099505001102,0
500099505001104,4
500099505001105,14
500099505001106,44
500099505001108,0
500099505001109,57
500099505001111,7
500099505001112,25
500099505001114,8
500099505001115,0
500099505001117,0
500099505001118,0
500099505001119,0
500099505001121,0
500099505001122,4
500099505001124,0
500099505001125,11
500099505001127,0
500099505001128,6
500099505001130,0
500099505001131,9
500099505001133,41
500099505001134,21
500099505001135,0
500099505001136,27
500099505001137,0
500099505001138,15
500099505001139,0
500099505001140,0
500099505001141,2
500099505001142,0
500099505001143,0
500099505001144,5
500099505001145,0
500099505001146,3
500099505001148,17
500099505001149,18
500099505001151,0
500099505001152,0
500099505002001,5
500099505002002,0
500099505002004,13
500099505002005,1
500099505002006,62
500099505002008,2
500099505002009,0
500099505002011,0
500099505002012,2
500099505002014,0
500099505002015,6
500099505002017,0
500099505002018,0
500099505002019,0
500099505002021,29
500099505002022,11
500099505002024,31
500099505002025,11
500099505002027,45
500099505002028,6
500099505002030,7
500099505002031,9
500099505002034,13
500099505002035,6
500099505002037,0
500099505002038,3
500099505002040,7
500099505002043,0
500099505002044,0
500099505002045,7
500099505002047,0
500099505002048,21
500099505002050,0
500099505002051,0
500099505002053,73
500099505002054,17
500099505002056,18
500099505002057,15
500099505002059,10
500099505002060,6
500099505002061,0
500099505002063,0
500099505002064,3
500099505002065,5
500099505002066,6
500099505002067,3
500099505002068,5
500099505002069,10
500099505002070,16
500099505002071,14
500099505002072,14
500099505002073,6
500099505002074,3
500099505002075,0
500099505002076,1
500099505002077,0
500099505002079,0
500099505002080,0
500099505002082,0
500099505002083,0
500099505002085,8
500099505002086,0
500099505002088,11
500099505002089,0
500099505002090,34
500099505002092,23
500099505002093,11
500099505002095,11
500099505002096,6
500099505002098,0
500099505002099,33
500099505002101,8
500099505002102,2
500099505002103,0
500099505002105,11
500099505002106,19
500099505002108,12
500099505002109,4
500099505002111,0
500099505002112,0
500099505002114,9
500099505002115,0
500099505003001,2
500099505003002,0
500099505003003,0
500099505003004,3
500099505003005,30
500099505003006,24
500099505003007,70
500099505003008,9
500099505003009,80
500099505003010,22
500099505003011,1
500099505003012,15
500099505003013,3
500099505003014,45
500099505003016,12
500099505003017,0
500099505003019,38
500099505003020,12
500099505003022,7
500099505003023,0
500099505003025,0
500099505003026,0
500099505003027,0
500099505003029,31
500099505003030,11
500099505003032,0
500099505003033,7
500099505003035,9
500099505003036,9
500099505003038,26
500099505003039,19
500099505003041,0
500099505003042,0
500099505003043,0
500099505003045,0
500099505003046,0
500099505003048,33
500099505003049,0
500099505003051,8
500099505003052,0
500099505002033,14
500099505002036,1
500099505002039,15
500099505002042,15
500099505002046,5
500099505002049,1
500099505002052,10
500099505002055,26
500099505002058,0
500099505001044,0
500099505001047,0
500099505001050,17
500099505001053,7
500099505001057,1
500099505001060,11
500099505001063,0
500099505001066,0
500099505002062,5
500099505002078,0
500099505002081,0
500099505002084,0
500099505002087,7
500099505002091,4
500099505002094,38
500099505002097,14
500099505002100,5
500099505002104,2
500099505002107,32
500099505002110,2
500099505002113,0
500099505003000,0
500099505003015,53
500099505003018,10
500099505003021,41
500099505003024,12
500099505003028,35
500099505003031,4
500099505003034,87
500099505003037,11
500099505003040,0
500099505003044,0
500099505003047,8
500099505003050,8
500099505001070,0
500099505001073,0
500099505001076,6
500099505001079,43
500099505001094,2
500099505001097,11
500099505001100,0
500099505001103,22
500099505001107,9
500099505001110,0
500099505001113,0
500099505001116,0
500099505001120,0
500099505001123,6
500099505001126,0
500099505001129,0
500099505001132,18
500099505001147,0
500099505001150,0
500099505002000,53
500099505002003,0
500099505002007,23
500099505002010,55
500099505002013,20
500099505002016,0
500099505002020,3
500099505002023,23
500099505002026,0
500099505002029,6
500099505002032,38
500099505001014,12
500099505001017,9
500099505001020,12
500099505001023,9
500099505001026,0
500099505001030,29
500159530001053,5
500159530002056,0
500159530001001,0
500159530001002,42
500159530001004,127
500159530001005,10
500159530001007,3
500159530001008,31
500159530001010,19
500159530001011,0
500159530001012,61
500159530001014,9
500159530001015,13
500159530001017,11
500159530001018,16
500159530001020,25
500159530001021,119
500159530001022,20
500159530001023,1
500159530001024,7
500159530001025,0
500159530001026,0
500159530001027,5
500159530001028,35
500159530001029,0
500159530001030,17
500159530001031,9
500159530001032,17
500159530001033,0
500159530001034,85
500159530001035,0
500159530001037,12
500159530001038,26
500159530001040,23
500159530001041,5
500159530001043,75
500159530001044,1
500159530001045,0
500159530001047,9
500159530001048,4
500159530001050,3
500159530001051,6
500159530001054,10
500159530001056,8
500159530001057,36
500159530001058,87
500159530001060,15
500159530001061,51
500159530001062,0
500159530001064,0
500159530001065,6
500159530001067,0
500159530001068,12
500159530001069,0
500159530001071,0
500159530002000,22
500159530002001,0
500159530002002,5
500159530002003,0
500159530002004,28
500159530002005,3
500159530002006,11
500159530002007,8
500159530002008,0
500159530002009,13
500159530002010,7
500159530002011,155
500159530002012,5
500159530002013,10
500159530002014,25
500159530002016,12
500159530002017,5
500159530002019,11
500159530002020,0
500159530002022,18
500159530002023,4
500159530002024,0
500159530002026,8
500159530002027,9
500159530002029,29
500159530002030,24
500159530002031,6
500159530002032,7
500159530002033,19
500159530002034,51
500159530002035,0
500159530002036,22
500159530002037,0
500159530002038,31
500159530002039,0
500159530002040,168
500159530002041,12
500159530002043,14
500159530002044,11
500159530002046,0
500159530002047,0
500159530002049,18
500159530002050,17
500159530002051,10
500159530002053,0
500159530002054,7
500159530002057,10
500159530002042,1
500159530002045,0
500159530002048,0
500159530002052,8
500159530002055,9
500159530001000,0
500159530001003,2
500159530001006,20
500159530001009,74
500159530001013,25
500159530001016,70
500159530001019,0
500159530001036,0
500159530001039,23
500159530001042,0
500159530001046,0
500159530001049,0
500159530001052,9
500159530001055,6
500159530001059,1
500159530001063,5
500159530001066,23
500159530001070,4
500159530002015,0
500159530002018,14
500159530002021,0
500159530002025,187
500159530002028,10
500159531001049,30
500159531001086,20
500159531002058,0
500159531001023,14
500159531001024,15
500159531001025,20
500159531001026,20
500159531001027,18
500159531001028,15
500159531001029,43
500159531001030,5
500159531001031,10
500159531001032,14
500159531001033,0
500159531001034,12
500159531001036,12
500159531001037,0
500159531001039,21
500159531001040,63
500159531001042,26
500159531001043,10
500159531001044,0
500159531001046,0
500159531001047,125
500159531001050,11
500159531001052,0
500159531001053,0
500159531001054,0
500159531001056,0
500159531001057,172
500159531001059,23
500159531001060,0
500159531001062,0
500159531001063,26
500159531001065,6
500159531001066,0
500159531001067,24
500159531001069,67
500159531001070,25
500159531001071,0
500159531001072,0
500159531001073,0
500159531001074,3
500159531001075,0
500159531001076,15
500159531001077,0
500159531001078,0
500159531001079,0
500159531001080,9
500159531001081,0
500159531001082,15
500159531001083,120
500159531001085,0
500159531001087,0
500159531001088,14
500159531001090,0
500159531001091,18
500159531001093,0
500159531001094,0
500159531001096,11
500159531001097,6
500159531001099,10
500159531001100,0
500159531001101,0
500159531001103,8
500159531001104,0
500159531002001,52
500159531002002,0
500159531002004,71
500159531002005,234
500159531002006,13
500159531002008,6
500159531002009,0
500159531002011,0
500159531002012,0
500159531002014,0
500159531002015,0
500159531002016,4
500159531002017,5
500159531002018,26
500159531002019,0
500159531002020,0
500159531002021,20
500159531002022,11
500159531002023,6
500159531002025,0
500159531002026,0
500159531002028,39
500159531002029,26
500159531002030,167
500159531002031,17
500159531002032,2
500159531002033,0
500159531002034,16
500159531002035,0
500159531002036,0
500159531002037,79
500159531002038,9
500159531002039,6
500159531002040,0
500159531002041,24
500159531002042,4
500159531002043,103
500159531002045,16
500159531002046,18
500159531002048,50
500159531002049,35
500159531002051,27
500159531002052,0
500159531002053,69
500159531002055,43
500159531002056,2
500159531002059,11
500159531002061,3
500159531002062,9
500159531002063,17
500159531002065,0
500159531002066,15
500159531002068,11
500159531002069,18
500159531002071,0
500159531002072,0
500159531002074,7
500159531002075,8
500159531002076,0
500159531001001,38
500159531001002,23
500159531001003,6
500159531001005,0
500159531001006,5
500159531001008,106
500159531001009,0
500159531001011,41
500159531001012,17
500159531001014,3
500159531001015,0
500159531001016,3
500159531001018,397
500159531001019,35
500159531001020,46
500159531001021,9
500159531001022,0
500159531002024,0
500159531002027,0
500159531002044,1
500159531002047,35
500159531002050,75
500159531002054,0
500159531002057,46
500159531002060,38
500159531002064,36
500159531002067,6
500159531002070,7
500159531002073,0
500159531001000,8
500159531001004,4
500159531001007,23
500159531001010,12
500159531001013,3
500159531001017,8
500159531001035,16
500159531001038,5
500159531001041,0
500159531001045,5
500159531001048,23
500159531001051,0
500159531001055,0
500159531001058,8
500159531001061,9
500159531001064,0
500159531001068,0
500159531001084,16
500159531001089,0
500159531001092,53
500159531001095,0
500159531001098,40
500159531001102,13
500159531002000,155
500159531002003,51
500159531002007,26
500159531002010,13
500159531002013,0
500159532001032,36
500159532002018,8
500159532002039,0
500159532002041,12
500159532002042,96
500159532002044,23
500159532002045,10
500159532002046,3
500159532002048,0
500159532002049,1
500159532002051,10
500159532002052,17
500159532002054,6
500159532002055,4
500159532002057,7
500159532002058,0
500159532002059,12
500159532002060,0
500159532002061,0
500159532002062,20
500159532002063,23
500159532002064,8
500159532002065,9
500159532002066,0
500159532002067,27
500159532002068,74
500159532002069,6
500159532002070,85
500159532002071,0
500159532001001,7
500159532001002,5
500159532001003,0
500159532001004,138
500159532001005,4
500159532001006,16
500159532001007,7
500159532001008,27
500159532001009,10
500159532001010,109
500159532001011,1
500159532001012,18
500159532001013,4
500159532001014,41
500159532001015,0
500159532001016,21
500159532001017,20
500159532001019,12
500159532001020,6
500159532001022,14
500159532001023,66
500159532001025,46
500159532001026,19
500159532001027,84
500159532001029,31
500159532001030,17
500159532001033,26
500159532001035,13
500159532001036,25
500159532001037,0
500159532001039,0
500159532001040,28
500159532001042,37
500159532001043,0
500159532001045,336
500159532001046,79
500159532001048,0
500159532001049,21
500159532001050,0
500159532001052,26
500159532001053,12
500159532001054,0
500159532001055,36
500159532001056,0
500159532001057,0
500159532001058,1
500159532001059,0
500159532001060,25
500159532001061,5
500159532002000,5
500159532002001,0
500159532002002,27
500159532002003,7
500159532002004,40
500159532002005,77
500159532002006,19
500159532002008,11
500159532002009,96
500159532002011,0
500159532002012,27
500159532002014,11
500159532002015,158
500159532002016,53
500159532002019,12
500159532002021,11
500159532002022,30
500159532002024,139
500159532002025,196
500159532002027,0
500159532002028,20
500159532002029,156
500159532002031,19
500159532002032,15
500159532002034,20
500159532002035,0
500159532002038,4
500159532001000,0
500159532001018,17
500159532001021,3
500159532001024,0
500159532001028,0
500159532001031,9
500159532001034,39
500159532001038,0
500159532001041,7
500159532001044,0
500159532001047,8
500159532001051,0
500159532002007,0
500159532002010,91
500159532002013,0
500159532002017,19
500159532002020,0
500159532002023,11
500159532002026,74
500159532002030,0
500159532002033,2
500159532002036,8
500159532002037,48
500159532002040,3
500159532002043,1
500159532002047,11
500159532002050,69
500159532002053,21
500159532002056,7
500159533001015,0
500159533002034,41
500159533001000,12
500159533001002,12
500159533001003,0
500159533001005,8
500159533001006,9
500159533001008,6
500159533001009,34
500159533001010,14
500159533001012,7
500159533001013,104
500159533001016,32
500159533001018,14
500159533001019,0
500159533001020,0
500159533001022,0
500159533001023,30
500159533001025,7
500159533001026,12
500159533001028,65
500159533001029,20
500159533001031,49
500159533001032,0
500159533001033,23
500159533002000,11
500159533002001,69
500159533002002,0
500159533002003,20
500159533002004,33
500159533002005,17
500159533002006,0
500159533002007,0
500159533002008,0
500159533002009,12
500159533002010,17
500159533002011,40
500159533002012,89
500159533002013,37
500159533002014,18
500159533002015,3
500159533002016,103
500159533002018,4
500159533002019,99
500159533002021,9
500159533002022,18
500159533002023,14
500159533002025,72
500159533002026,0
500159533002028,0
500159533002029,0
500159533002031,24
500159533002032,8
500159533002035,12
500159533002036,179
500159533002038,225
500159533002039,19
500159533002041,26
500159533002042,18
500159533002043,0
500159533002045,0
500159533002046,20
500159533002048,51
500159533002049,0
500159533002050,32
500159533002051,22
500159533002052,0
500159533002053,5
500159533002054,7
500159533002055,17
500159533002056,0
500159533002057,0
500159533002058,0
500159533002059,0
500159533002060,54
500159533002061,72
500159533002062,4
500159533002063,16
500159533002064,24
500159533002066,10
500159533002067,12
500159533002069,0
500159533001001,57
500159533001004,118
500159533001007,181
500159533001011,180
500159533001014,25
500159533001017,8
500159533001021,0
500159533001024,67
500159533001027,62
500159533001030,0
500159533001034,0
500159533002017,10
500159533002020,31
500159533002024,62
500159533002027,59
500159533002030,14
500159533002033,39
500159533002037,19
500159533002040,9
500159533002044,15
500159533002047,6
500159533002065,6
500159533002068,11
500159534001054,70
500159534001105,0
500159534001000,45
500159534001001,4
500159534001003,16
500159534001004,12
500159534001006,13
500159534001007,36
500159534001009,50
500159534001010,22
500159534001012,22
500159534001013,10
500159534001015,7
500159534001016,30
500159534001018,10
500159534001019,0
500159534001021,72
500159534001022,12
500159534001023,96
500159534001024,0
500159534001025,40
500159534001026,63
500159534001027,29
500159534001028,0
500159534001029,37
500159534001030,21
500159534001031,1
500159534001032,6
500159534001033,66
500159534001034,8
500159534001035,7
500159534001036,10
500159534001037,0
500159534001038,10
500159534001039,0
500159534001041,0
500159534001042,41
500159534001044,36
500159534001045,164
500159534001047,16
500159534001048,79
500159534001049,28
500159534001051,4
500159534001052,36
500159534001055,57
500159534001057,201
500159534001058,0
500159534001059,0
500159534001061,11
500159534001062,12
500159534001064,29
500159534001065,13
500159534001067,4
500159534001068,22
500159534001070,13
500159534001071,17
500159534001072,20
500159534001074,6
500159534001075,0
500159534001076,15
500159534001077,0
500159534001078,21
500159534001079,0
500159534001080,32
500159534001081,0
500159534001082,14
500159534001083,0
500159534001084,37
500159534001085,0
500159534001086,0
500159534001087,0
500159534001088,10
500159534001089,17
500159534001090,109
500159534001092,5
500159534001093,86
500159534001095,16
500159534001096,15
500159534001098,8
500159534001099,0
500159534001100,0
500159534001102,0
500159534001103,0
500159534001106,0
500159534001108,5
500159534001109,2
500159534001014,43
500159534001017,58
500159534001020,4
500159534001040,0
500159534001043,0
500159534001046,9
500159534001050,37
500159534001053,14
500159534001056,32
500159534001060,0
500159534001063,86
500159534001066,0
500159534001069,8
500159534001073,58
500159534001091,37
500159534001094,0
500159534001097,17
500159534001101,0
500159534001104,0
500159534001107,0
500159534001002,60
500159534001005,54
500159534001008,12
500159534001011,1
500159535002014,134
500159535002058,89
500159535003038,0
500159535002025,13
500159535002027,8
500159535002028,7
500159535002029,0
500159535002030,12
500159535002031,12
500159535002032,46
500159535002033,90
500159535002034,31
500159535002035,22
500159535002036,26
500159535002037,11
500159535002038,11
500159535002039,0
500159535002040,18
500159535002041,42
500159535002042,0
500159535002043,26
500159535002045,1
500159535002046,14
500159535002048,56
500159535002049,0
500159535002051,26
500159535002052,21
500159535002053,6
500159535002055,0
500159535002056,81
500159535002059,82
500159535002061,11
500159535002062,17
500159535002063,11
500159535002065,10
500159535002066,7
500159535002068,10
500159535002069,76
500159535003000,0
500159535003001,0
500159535003003,24
500159535003004,4
500159535003005,142
500159535003007,11
500159535003008,84
500159535003009,28
500159535003010,30
500159535003011,64
500159535003012,40
500159535003013,44
500159535003014,32
500159535003015,141
500159535003016,214
500159535003017,46
500159535003018,16
500159535003019,58
500159535003020,22
500159535003021,16
500159535003022,112
500159535003023,15
500159535003025,67
500159535003026,20
500159535003028,5
500159535003029,128
500159535003031,30
500159535003032,23
500159535003033,15
500159535003035,7
500159535003036,29
500159535003039,19
500159535003041,57
500159535003042,9
500159535003043,79
500159535003045,2
500159535003046,15
500159535003048,20
500159535003049,7
500159535003051,43
500159535003052,42
500159535001000,48
500159535001002,63
500159535001003,37
500159535001005,34
500159535001006,18
500159535001008,19
500159535001009,79
500159535001011,25
500159535001012,27
500159535001013,0
500159535001015,29
500159535001016,0
500159535001017,4
500159535001018,65
500159535001019,27
500159535001020,11
500159535001021,139
500159535001022,50
500159535001023,85
500159535001024,0
500159535001025,0
500159535001026,121
500159535001027,0
500159535001028,7
500159535001029,0
500159535001031,27
500159535001032,0
500159535002001,30
500159535002002,110
500159535002004,63
500159535002005,55
500159535002006,11
500159535002008,7
500159535002009,40
500159535002011,7
500159535002012,71
500159535002015,7
500159535002017,9
500159535002018,44
500159535002019,0
500159535002021,0
500159535002022,33
